codigo,titulo,modalidade,nome
28293,Analista Suporte,,Olívia Sales
28273,Analista Suporte,,Anna Liz da Cruz
28258,Analista Suporte,,Srta. Maysa Cavalcante
28255,Analista Suporte,,Dra. Lívia Brito
28248,Analista Suporte,,Laura Pinto
28229,Analista Suporte,,Isadora Guerra
28222,Analista Suporte,,Julia Cirino
28195,Analista Suporte,,Sra. Milena Macedo
28193,Analista Suporte,,Igor Aparecida
28182,Analista Suporte,,Dra. Eloah Moraes
28174,Analista Suporte,,Srta. Sarah Caldeira
28140,Analista Suporte,,Srta. Pietra Pastor
28136,Analista Suporte,,Dr. Asafe Cunha
28135,Analista Suporte,,Caroline Peixoto
28134,Analista Suporte,,Sr. Diego Borges
26685,Analista Suporte,,Asafe Marques
26668,Analista Suporte,,Sophie Garcia
28391,Analista infraestrutura Junior,,Sr. Josué Oliveira
28253,Analista infraestrutura Junior,,Lunna Melo
28248,Analista infraestrutura Junior,,Laura Pinto
28232,Analista infraestrutura Junior,,Dr. Thales Moraes
28193,Analista infraestrutura Junior,,Igor Aparecida
28327,Analista infraestrutura Sênior,,Sr. Arthur Gabriel Pires
28252,Analista infraestrutura Sênior,,Sr. José Pedro Barbosa
28147,Analista infraestrutura Sênior,,Sr. Ravy Rocha
28146,Analista infraestrutura Sênior,,Stephany Marques
28145,Analista infraestrutura Sênior,,Sr. Valentim Sá
28139,Analista infraestrutura Sênior,,Sr. Léo da Rocha
28137,Analista infraestrutura Sênior,,Pedro Lucas Sales
28068,Analista infraestrutura Sênior,,Dr. João Vitor Martins
27447,Analista infraestrutura Sênior,,Lucas Cassiano
28270,Analista DBA Oracle,,Hadassa Abreu
28138,Analista DBA Oracle,,Dr. Otto Silveira
26793,Analista DBA Oracle,,Anthony da Conceição
28427,Recrutador TI,,Ana Clara Marques
28393,Recrutador TI,,Dr. Anthony Campos
28378,Recrutador TI,,Srta. Maria Eduarda Campos
28332,Recrutador TI,,Sra. Maria Vitória Moreira
28331,Recrutador TI,,Dr. Isaac Barros
28268,Recrutador TI,,Anna Liz Pastor
28267,Recrutador TI,,Dr. Felipe Vargas
28266,Recrutador TI,,Henry Gabriel Farias
28265,Recrutador TI,,Dr. José Pedro Macedo
28264,Recrutador TI,,Dra. Lavínia Lopes
28263,Recrutador TI,,Sra. Bruna Fernandes
28244,Recrutador TI,,Sabrina Albuquerque
28242,Recrutador TI,,Srta. Valentina Araújo
28233,Recrutador TI,,Beatriz Moreira
27232,Recrutador TI,,Sra. Sofia Ribeiro
27164,Recrutador TI,,Sarah Albuquerque
27161,Recrutador TI,,Isabella Barbosa
26989,Recrutador TI,,Nathan Novaes
26955,Recrutador TI,,Luana Cunha
28348,Arquiteto DEVOPS - 20215617109,,Henry Gabriel Silveira
28190,Arquiteto DEVOPS - 20215617109,,Dr. Davi Lucca Caldeira
28176,Arquiteto DEVOPS - 20215617109,,Bento Alves
28172,Arquiteto DEVOPS - 20215617109,,Pedro Henrique Araújo
28171,Arquiteto DEVOPS - 20215617109,,Liam da Cunha
28170,Arquiteto DEVOPS - 20215617109,,Dr. Fernando Cassiano
28168,Arquiteto DEVOPS - 20215617109,,Dr. Nicolas Nunes
27722,Arquiteto DEVOPS - 20215617109,,Esther Leão
22071,Arquiteto DEVOPS - 20215617109,,Sr. Pedro Miguel Pereira
15171,Arquiteto DEVOPS - 20215617109,,Sr. Murilo Leão
28196,Analista Java Sr,,Alícia Nunes
28184,Analista Java Sr,,Marcelo Santos
28181,Analista Java Sr,,Gustavo Pastor
28179,Analista Java Sr,,Fernanda Barbosa
21440,Analista Java Sr,,Apollo Peixoto
28157,Analista de Suporte SAP MM/WM,,Rael Moreira
28141,Analista de Suporte SAP MM/WM,,Dr. Joaquim Brito
27584,Analista de Suporte SAP MM/WM,,Dr. Davi Miguel Fonseca
22782,Analista de Suporte SAP MM/WM,,Eduardo Ferreira
395,Analista de Suporte SAP MM/WM,,Pietra Garcia
12755,4450094 - Consultor SAP SD,,Breno Sá
18156,4424333 - Programador PHP,,Sr. Valentim Alves
28282,Analista Júnior De RH - 12091118,,Dr. Gael Henrique da Cunha
28276,Analista Júnior De RH - 12091118,,Eloah Barbosa
28235,Analista Júnior De RH - 12091118,,Sr. Anthony Gabriel Pastor
28230,Analista Júnior De RH - 12091118,,Rafael Novais
28211,Analista Júnior De RH - 12091118,,Dr. Lucas Rios
28197,Analista Júnior De RH - 12091118,,Sra. Clara Oliveira
28187,Analista Júnior De RH - 12091118,,Sra. Emanuelly Ramos
27544,Analista Júnior De RH - 12091118,,Helena Cardoso
17360,Analista Júnior De RH - 12091118,,Helena Monteiro
19440,Consultor SAP PI/GRC-NF - SR,,Joana Azevedo
16128,Consultor SAP PI/GRC-NF - SR,,Pedro Henrique Sousa
15390,Consultor SAP PI/GRC-NF - SR,,Daniel Rios
9516,Consultor SAP PI/GRC-NF - SR,,Arthur Freitas
29251,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Gabriel Borges
28783,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Dra. Isabelly Mendonça
28288,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Enzo Gabriel Pinto
28286,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Dr. João das Neves
28283,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Sr. Luan Viana
28212,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Valentim Rocha
28161,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Dr. Bernardo Alves
27498,Analista De Suporte A Procurement - Inglês Fluente Mandatorio - 12092725,,Anna Liz da Mata
29993,Suporte Técnico Telecom,,Luiz Miguel Carvalho
29991,Suporte Técnico Telecom,,Bárbara da Paz
29986,Suporte Técnico Telecom,,Dr. Luigi Silveira
29977,Suporte Técnico Telecom,,Carolina Alves
29974,Suporte Técnico Telecom,,Sra. Eloá Pimenta
29973,Suporte Técnico Telecom,,Dr. Nathan Dias
29897,Suporte Técnico Telecom,,Dr. Bernardo Mendes
29896,Suporte Técnico Telecom,,Luiza Costa
29895,Suporte Técnico Telecom,,Sr. Noah Pinto
29793,Suporte Técnico Telecom,,Sra. Manuela Peixoto
29779,Suporte Técnico Telecom,,Julia Ramos
29776,Suporte Técnico Telecom,,Breno da Paz
29605,Suporte Técnico Telecom,,Benjamim Rodrigues
29603,Suporte Técnico Telecom,,Dr. Marcelo da Mota
29390,Suporte Técnico Telecom,,Dr. Pedro Miguel Rezende
29012,Suporte Técnico Telecom,,Rebeca da Rosa
28949,Suporte Técnico Telecom,,Heitor Aparecida
28946,Suporte Técnico Telecom,,Sr. Renan Pacheco
28796,Suporte Técnico Telecom,,Valentina Alves
28728,Suporte Técnico Telecom,,Gael Costela
28727,Suporte Técnico Telecom,,Olívia Pacheco
28724,Suporte Técnico Telecom,,Stephany Rezende
28701,Suporte Técnico Telecom,,Sr. Samuel Cavalcanti
28700,Suporte Técnico Telecom,,Dra. Nina Pacheco
28696,Suporte Técnico Telecom,,Dra. Eloá Nascimento
28031,4392269 - SRE JAVA,,Ana Carolina Montenegro
22692,4392269 - SRE JAVA,,Dra. Ana Lívia Vargas
15130,4392269 - SRE JAVA,,Srta. Maria Luiza Alves
19013,IND - GP,Cooperado,Caroline Correia
29012,Analista de Suporte,,Rebeca da Rosa
29000,Analista de Suporte,,Dr. Valentim Moraes
28774,Analista de Suporte,,Dr. André Pereira
28772,Analista de Suporte,,Samuel Azevedo
28654,Analista de Suporte,,Rebeca da Luz
28588,Analista de Suporte,,Evelyn Correia
28518,Analista de Suporte,,Sra. Emanuella Aragão
28421,Analista de Suporte,,Isadora Macedo
28312,Analista de Suporte,,Ágatha Ferreira
28309,Analista de Suporte,,João Gabriel das Neves
28307,Analista de Suporte,,Ágatha Ferreira
28303,Analista de Suporte,,Srta. Luara Novais
28290,Analista de Suporte,,Dra. Marcela Pastor
11593,Analista de Suporte,,Heloísa Pires
28402,PMO – SR,,Dr. Asafe Câmara
28219,PMO – SR,,Manuella Carvalho
28208,PMO – SR,,Dra. Alexia Fogaça
27587,PMO – SR,,Lavínia da Mata
27449,PMO – SR,,Maria Júlia Vargas
18762,PMO – SR,,Ana Clara Garcia
28221,4489206 - Analista de Compliance,,Marcos Vinicius Cavalcante
23140,4489206 - Analista de Compliance,,Lorena Campos
28522,4489199 - Analista de dados/Biga Data,,Maria Liz Costela
28487,ORACLE EPM Consultant,,Sr. Cauê Campos
29750,PYTHON,,Sr. Caleb Teixeira
29667,PYTHON,,Dr. Arthur Miguel Porto
29647,PYTHON,,Dra. Luana Andrade
29646,PYTHON,,Isabelly Monteiro
29644,PYTHON,,Thiago Rocha
29213,PYTHON,,João Pedro Peixoto
29000,PYTHON,,Dr. Valentim Moraes
28843,PYTHON,,Dra. Mariane Vargas
28690,PYTHON,,Sra. Amanda Cardoso
28532,PYTHON,,Sr. Bryan Lima
28528,PYTHON,,Asafe Pires
28312,PYTHON,,Ágatha Ferreira
27262,PYTHON,,Erick Oliveira
22522,PYTHON,,Nicolas das Neves
1677,PYTHON,,Milena Ramos
29796,Business Analytics,,Luara Cavalcanti
29787,Business Analytics,,Gustavo Moraes
28655,Business Analytics,,Dra. Laura Duarte
28438,Business Analytics,,Bernardo Gomes
28417,Business Analytics,,Evelyn Cunha
28323,Business Analytics,,Calebe Fernandes
26208,Business Analytics,,Sr. João Miguel da Conceição
22250,Business Analytics,,Clarice Borges
1929,Business Analytics,,Vinícius da Rosa
28633,AUTOMATION TESTER,,Bianca Porto
28625,AUTOMATION TESTER,,Sr. Henry Gabriel da Rosa
28618,AUTOMATION TESTER,,Ayla Aragão
28572,AUTOMATION TESTER,,Dr. Ian Novaes
28570,AUTOMATION TESTER,,Yan Casa Grande
28536,AUTOMATION TESTER,,Sr. Ravy Campos
28527,AUTOMATION TESTER,,Sr. Arthur Miguel Barbosa
28497,AUTOMATION TESTER,,Dr. Lucas Gabriel Sampaio
28493,AUTOMATION TESTER,,Murilo Ramos
28458,AUTOMATION TESTER,,Luan Silveira
28455,AUTOMATION TESTER,,Agatha Machado
28453,AUTOMATION TESTER,,Marcos Vinicius Borges
28450,AUTOMATION TESTER,,Benício Azevedo
28309,AUTOMATION TESTER,,João Gabriel das Neves
27999,AUTOMATION TESTER,,Mariana Aparecida
27801,AUTOMATION TESTER,,Caleb Abreu
27591,AUTOMATION TESTER,,Emilly Barbosa
27451,AUTOMATION TESTER,,Helena Macedo
26658,AUTOMATION TESTER,,Francisco Sá
25144,AUTOMATION TESTER,,Maria Flor Brito
23709,AUTOMATION TESTER,,Sra. Nicole Silva
13340,AUTOMATION TESTER,,Dr. Theodoro Cirino
28395,DEVELOPER POWER APPS,,Dra. Ana Clara Moreira
26437,DEVELOPER POWER APPS,,Thales Moraes
25039,DEVELOPER POWER APPS,,Luiz Henrique Camargo
20301,DEVELOPER POWER APPS,,Maria Duarte
19228,DEVELOPER POWER APPS,,Sra. Ana Julia Novais
18576,DEVELOPER POWER APPS,,Dra. Vitória Alves
17495,DEVELOPER POWER APPS,,Guilherme Brito
28620,Data Engineer (with Python)-,,Srta. Olívia das Neves
28619,Data Engineer (with Python)-,,Dra. Raquel Alves
28617,Data Engineer (with Python)-,,Calebe Nunes
28610,Data Engineer (with Python)-,,Srta. Emanuelly Dias
28542,Data Engineer (with Python)-,,Sr. Levi Ferreira
28538,Data Engineer (with Python)-,,Rafaela Lopes
28532,Data Engineer (with Python)-,,Sr. Bryan Lima
28528,Data Engineer (with Python)-,,Asafe Pires
28499,Data Engineer (with Python)-,,Kaique Rezende
1677,Data Engineer (with Python)-,,Milena Ramos
28718,Software Engineer Scala,,Sra. Giovanna da Conceição
28686,Software Engineer Scala,,Srta. Isabela Ferreira
28685,Software Engineer Scala,,Sr. Murilo da Mata
28653,Software Engineer Scala,,Dr. Vicente Fernandes
28652,Software Engineer Scala,,Maya Pastor
28646,Software Engineer Scala,,Heitor Alves
28623,Software Engineer Scala,,Sr. Bernardo Fogaça
28594,Software Engineer Scala,,Lucas Gabriel Novaes
28544,Software Engineer Scala,,Melissa Sampaio
28543,Software Engineer Scala,,Sra. Nicole Câmara
28526,Software Engineer Scala,,Dr. Pietro Fonseca
28520,Software Engineer Scala,,Sra. Milena Andrade
28514,Software Engineer Scala,,Daniel Abreu
28512,Software Engineer Scala,,Dr. João Pires
28511,Software Engineer Scala,,João Araújo
28488,Software Engineer Scala,,Maria Helena Rios
28477,Software Engineer Scala,,Dr. Arthur Miguel Montenegro
28474,Software Engineer Scala,,Arthur Miguel Pereira
28472,Software Engineer Scala,,Sra. Lívia Costa
28471,Software Engineer Scala,,Sarah Novais
28469,Software Engineer Scala,,Dr. Isaac Melo
28464,Software Engineer Scala,,Luiz Fernando Montenegro
28463,Software Engineer Scala,,Sr. Mathias Cardoso
28460,Software Engineer Scala,,Dra. Pietra Casa Grande
14781,Software Engineer Scala,,Mathias da Cunha
31129,Software Engineer Java,,Sr. Dante Vargas
28596,Software Engineer Java,,Marcela Casa Grande
29213,Automation Tester,,João Pedro Peixoto
28634,Automation Tester,,Dra. Maria Alice Almeida
28450,Automation Tester,,Benício Azevedo
28309,Automation Tester,,João Gabriel das Neves
27965,Automation Tester,,Srta. Joana Monteiro
28249,analista de homologação Sênior,,Dr. João Pedro Castro
28364,SAP TRM_Senior - 20219057065,,Srta. Catarina Macedo
28363,SAP TRM_Senior - 20219057065,,Sr. Apollo Casa Grande
28339,SAP TRM_Senior - 20219057065,,Dr. Lucas Gabriel Macedo
23671,SAP TRM_Senior - 20219057065,,Dra. Giovanna Pinto
17970,SAP TRM_Senior - 20219057065,,Ana Lívia Pinto
11823,SAP TRM_Senior - 20219057065,,Isadora Rezende
10882,SAP TRM_Senior - 20219057065,,Henrique Duarte
28406,SAP Basis_Pleno -20217493299,,Dr. Leandro Nascimento
28362,SAP Basis_Pleno -20217493299,,Sra. Brenda Lima
28318,SAP Basis_Pleno -20217493299,,Clarice Azevedo
28287,SAP Basis_Pleno -20217493299,,Sr. Levi Pinto
28277,SAP Basis_Pleno -20217493299,,Ana Carolina da Costa
27507,SAP Basis_Pleno -20217493299,,Levi Cavalcante
27199,SAP Basis_Pleno -20217493299,,Thales Leão
26636,SAP Basis_Pleno -20217493299,,Enzo Gabriel da Mata
22857,SAP Basis_Pleno -20217493299,,Matteo Alves
22356,SAP Basis_Pleno -20217493299,,Dr. Yan Costa
22167,SAP Basis_Pleno -20217493299,,Gabriel Oliveira
20072,SAP Basis_Pleno -20217493299,,Sra. Sarah Costa
11089,SAP Basis_Pleno -20217493299,,Apollo Viana
10005,SAP Basis_Pleno -20217493299,,Sophia Pinto
6296,SAP Basis_Pleno -20217493299,,Elisa Casa Grande
2450,SAP Basis_Pleno -20217493299,,Benjamin Sales
2448,SAP Basis_Pleno -20217493299,,Maitê Fernandes
747,SAP Basis_Pleno -20217493299,,Srta. Luna Pimenta
746,SAP Basis_Pleno -20217493299,,Leandro Nunes
745,SAP Basis_Pleno -20217493299,,Sra. Sarah Costa
530,SAP Basis_Pleno -20217493299,,Maria Julia Lopes
28462,Analista Desenvolvedor Java Sr - 20213943616,,Davi Miguel Leão
28316,Analista Desenvolvedor Java Sr - 20213943616,,Dr. Pedro Henrique Nunes
28315,Analista Desenvolvedor Java Sr - 20213943616,,Srta. Luana Costa
28299,Analista Desenvolvedor Java Sr - 20213943616,,Sr. Bruno Lopes
27520,Analista Desenvolvedor Java Sr - 20213943616,,Davi Lucca Duarte
28569,Analista de Sistemas,,Sr. Murilo Brito
28568,Analista de Sistemas,,Dr. Valentim Guerra
28329,Analista de Sistemas,,Marcela Machado
28312,Analista de Sistemas,,Ágatha Ferreira
28297,Analista de Sistemas,,Sr. Luiz Fernando Viana
28274,Analista de Sistemas,,Dra. Juliana Cavalcante
28817,Absorção - IVIA,PJ,Emanuel Rodrigues
28412,Absorção - IVIA,PJ,Yan Garcia
28408,Absorção - IVIA,PJ,João Felipe Silveira
28305,Absorção - IVIA,PJ,Dra. Isadora Nunes
28302,Absorção - IVIA,PJ,Liam Marques
28285,Absorção - IVIA,PJ,Nicole Nascimento
28281,Absorção - IVIA,PJ,Mariane Cirino
28280,Absorção - IVIA,PJ,Dr. Luiz Felipe Cavalcanti
28279,Absorção - IVIA,PJ,Mateus Brito
28278,Absorção - IVIA,PJ,Dr. Benjamin Silveira
2626,Absorção - IVIA,PJ,Sr. Nicolas Oliveira
28398,Analyst Operations - RH Atendimento - 12083251,,Dr. João Guilherme Machado
28317,Analyst Operations - RH Atendimento - 12083251,,Dra. Maria Flor Fernandes
28300,Analyst Operations - RH Atendimento - 12083251,,Emanuella Silva
28294,Analyst Operations - RH Atendimento - 12083251,,Sr. João Machado
28292,Analyst Operations - RH Atendimento - 12083251,,Dr. João Gabriel Siqueira
28931,Associate Operation Procurement - 12095457,,Dr. Emanuel Lopes
28832,Associate Operation Procurement - 12095457,,Dra. Maitê Caldeira
28390,Associate Operation Procurement - 12095457,,Sra. Maria Flor Costa
28379,Associate Operation Procurement - 12095457,,Dr. Luigi Brito
28377,Associate Operation Procurement - 12095457,,Sra. Valentina Pires
28373,Associate Operation Procurement - 12095457,,Emanuel Peixoto
28040,Associate Operation Procurement - 12095457,,Pietro Ramos
27200,Associate Operation Procurement - 12095457,,Isadora das Neves
24104,Analista Pleno - Scheduling - 12100296,,Sra. Maria Luísa Lopes
28351,pass-thru,,Sr. Vinicius Gonçalves
28720,Projeto Server _ Pleno/Senior,,Benício Camargo
28388,Projeto Server _ Pleno/Senior,,Ravy Sá
28387,Projeto Server _ Pleno/Senior,,José Pedro Melo
28367,Projeto Server _ Pleno/Senior,,Dr. Pedro da Mata
28365,Projeto Server _ Pleno/Senior,,Dr. Vitor Hugo Pimenta
28316,Projeto Server _ Pleno/Senior,,Dr. Pedro Henrique Nunes
28299,Projeto Server _ Pleno/Senior,,Sr. Bruno Lopes
28196,Projeto Server _ Pleno/Senior,,Alícia Nunes
28082,Projeto Server _ Pleno/Senior,,Leandro Cassiano
22719,Projeto Server _ Pleno/Senior,,Sra. Joana Mendonça
21319,Projeto Server _ Pleno/Senior,,Marcelo Carvalho
28648,Java - 11756821,,Rodrigo Sampaio
28640,Java - 11756821,,Srta. Bárbara Carvalho
28479,Java - 11756821,,Dr. Fernando Novais
28385,Java - 11756821,,Dra. Gabrielly Fonseca
27117,Java - 11756821,,Vitor Hugo Cardoso
26832,Java - 11756821,,Alexandre Alves
21738,Java - 11756821,,Hadassa Montenegro
24054,4490502 - Desenvolvedor Mainframe/cobol,,Sra. Allana Garcia
5233,4490508 - Desenvolvedor Mainframe/cobol,,Leonardo Cavalcante
28322,4490506 - Cobol,,Sra. Rafaela Peixoto
16791,4490506 - Cobol,,Maria Liz Casa Grande
28390,Procurement Operations Representative - 12103532,,Sra. Maria Flor Costa
28373,Procurement Operations Representative - 12103532,,Emanuel Peixoto
28373,Procurement Operations Representative (12102997,,Emanuel Peixoto
28729,NET / Java - 12104289,,Igor da Luz
27895,NET / Java - 12104289,,Srta. Emanuella Oliveira
25264,NET / Java - 12104289,,Nicolas Cavalcante
22241,NET / Java - 12104289,,Caio Silveira
28715,SAP FI,,Maria Alice Mendes
28630,SAP FI,,Evelyn Melo
28409,SAP FI,,Srta. Ísis da Rocha
27550,SAP FI,,Igor das Neves
14215,SAP FI,,Dra. Maria Helena Casa Grande
10798,SAP FI,,Helena Vasconcelos
6799,SAP FI,,Dr. Yago Camargo
27949,SAP_ABAP,,Maria Clara Gomes
12688,SAP_ABAP,,Dr. Davi Luiz Silva
29350,Business Analyst - 12105010,,Sra. Rebeca Lopes
29281,Business Analyst - 12105010,,Matheus Pimenta
28414,SAP GRC AC - AMS Jr/Pl - 20212545606,,Maria Alice Castro
28384,SAP GRC AC - AMS Jr/Pl - 20212545606,,Ana Liz Pinto
28383,SAP GRC AC - AMS Jr/Pl - 20212545606,,Rodrigo da Costa
28381,SAP GRC AC - AMS Jr/Pl - 20212545606,,Ísis Novaes
28380,SAP GRC AC - AMS Jr/Pl - 20212545606,,Luigi da Conceição
27672,SAP GRC AC - AMS Jr/Pl - 20212545606,,Emanuella Marques
27595,SAP GRC AC - AMS Jr/Pl - 20212545606,,João Lucas Macedo
19440,SAP GRC AC - AMS Jr/Pl - 20212545606,,Joana Azevedo
19113,SAP GRC AC - AMS Jr/Pl - 20212545606,,Sra. Rebeca Farias
17709,SAP GRC AC - AMS Jr/Pl - 20212545606,,Isaac Marques
28621,"Sr. Tableau Engineer , Location (South America).",,Dr. Gustavo Montenegro
24452,"Sr. Tableau Engineer , Location (South America).",,Zoe da Conceição
11277,"Sr. Tableau Engineer , Location (South America).",,Thales Cavalcante
6285,"Sr. Tableau Engineer , Location (South America).",,Murilo Vargas
28519,Consultor SAP - Blackline - 20213350766,,Júlia Macedo
28396,Consultor SAP - Blackline - 20213350766,,Sr. Raul Cirino
28392,Consultor SAP - Blackline - 20213350766,,Dom Ribeiro
28324,Consultor SAP - Blackline - 20213350766,,Felipe Nunes
27550,Consultor SAP - Blackline - 20213350766,,Igor das Neves
16710,Consultor SAP - Blackline - 20213350766,,Luiz Felipe Almeida
1604,Consultor SAP - Blackline - 20213350766,,Srta. Nina Fogaça
28400,Analyst Operations - 12104359,,Sra. Anna Liz Nunes
28624,Analyst Operations - RH Atendimento - 12109123,,Arthur Miguel da Rocha
28398,Analyst Operations - RH Atendimento - 12109123,,Dr. João Guilherme Machado
18145,Analyst Operations - RH Atendimento - 12109123,,Bernardo Moura
28575,Analyst Operations - RH Atendimento - 12108496,,Srta. Ana Laura Andrade
28454,Analyst Operations - RH Atendimento - 12108496,,Ana Vitória Guerra
28398,Analyst Operations - RH Atendimento - 12108496,,Dr. João Guilherme Machado
28505,SAP Hybris - 12084059,,Dr. Gael Henrique Macedo
101,SAP Hybris - 12084999,,Vinícius Santos
27949,SAP Technical / ABAP - 12106421,,Maria Clara Gomes
17172,SAP Technical / ABAP - 12106421,,Vitor Gabriel Nunes
28431,SAP Technical / ABAP - 12106422,PJ,Sra. Ana Clara Azevedo
27949,SAP Technical / ABAP - 12106422,PJ,Maria Clara Gomes
13894,SAP Technical / ABAP - 12106422,PJ,Nicolas Alves
22997,4467327 - Desenvolvedor Net,,Emanuella Cavalcanti
16389,4467327 - Desenvolvedor Net,,Heitor Fonseca
28592,Analista Mainframe - 20219228452,,Dr. Miguel Sousa
28582,Analista Mainframe - 20219228452,,Lunna Vargas
28012,Analista Mainframe - 20219228452,,Ana Sophia Dias
27508,Analista Mainframe - 20219228452,,Sra. Sarah Guerra
27317,Analista Mainframe - 20219228452,,Liz Machado
27267,Analista Mainframe - 20219228452,,Sra. Lavínia da Paz
27150,Analista Mainframe - 20219228452,,Sophia Casa Grande
27094,Analista Mainframe - 20219228452,,Kaique Viana
27076,Analista Mainframe - 20219228452,,Ana Vitória Sampaio
26909,Analista Mainframe - 20219228452,,Caroline Machado
26733,Analista Mainframe - 20219228452,,Matteo Guerra
26705,Analista Mainframe - 20219228452,,Alice Sousa
21198,Analista Mainframe - 20219228452,,Dra. Fernanda Machado
20778,Analista Mainframe - 20219228452,,Dra. Aylla Moreira
19397,Analista Mainframe - 20219228452,,Srta. Helena Silva
4260,Analista Mainframe - 20219228452,,Brenda Cardoso
28576,Associate Operations - FUNDAO RENOVA - 12111323,,Dr. Mateus Aparecida
28459,Associate Operations - FUNDAO RENOVA - 12111323,,Sr. Samuel Mendonça
27193,Associate Operations - FUNDAO RENOVA - 12111323,,Joaquim Correia
27130,Associate Operations - FUNDAO RENOVA - 12111323,,Vitor Pacheco
26755,Associate Operations - FUNDAO RENOVA - 12111323,,Sra. Maria Eduarda Camargo
26146,Associate Operations - FUNDAO RENOVA - 12111323,,Juliana Costa
28824,4448288 - Dados,,Dra. Ísis Lopes
27723,4448288 - Dados,,Dra. Sarah Farias
23434,4448288 - Dados,,Paulo Gomes
21969,4448288 - Dados,,Gael Jesus
16290,4448288 - Dados,,Rafaela Vieira
28430,Consultor SAP MM - PL - RE-384687,,Liam Sampaio
28429,Consultor SAP MM - PL - RE-384687,,Srta. Sabrina Novais
27818,Consultor SAP MM - PL - RE-384687,,Isabela Novaes
19014,Consultor SAP MM - PL - RE-384687,,Samuel Castro
17618,Consultor SAP MM - PL - RE-384687,,Lucca Cardoso
12042,Consultor SAP MM - PL - RE-384687,,Eloá Sampaio
28604,Consultor SAP ABAP - PL - RE-384682,,Dr. Anthony Gabriel Cavalcante
28431,Consultor SAP ABAP - PL - RE-384682,,Sra. Ana Clara Azevedo
27949,Consultor SAP ABAP - PL - RE-384682,,Maria Clara Gomes
726,Consultor SAP ABAP - PL - RE-384682,,Dra. Sophia da Cruz
27550,Consultor SAP FI - PL - RE-384684,,Igor das Neves
10798,Consultor SAP FI - PL - RE-384684,,Helena Vasconcelos
29478,Oracle HCM Cloud,,José Miguel Aparecida
28330,Oracle HCM Cloud,,Sra. Maria Lima
26084,Oracle HCM Cloud,,Sr. Bruno Pacheco
23836,Oracle HCM Cloud,,Srta. Isadora Silva
28457,Cloud-PaaS-AWS-Amazon Web Services (L3) - 2021-2658026,,Diogo Albuquerque
11210,Cloud-PaaS-AWS-Amazon Web Services (L3) - 2021-2658026,,Maria Eduarda Souza
1677,Cloud-PaaS-AWS-Amazon Web Services (L3) - 2021-2658026,,Milena Ramos
644,Cloud-PaaS-AWS-Amazon Web Services (L3) - 2021-2658026,,Leandro Caldeira
29551,Oracle Cloud,,Sr. Davi Lucas Aragão
28737,Oracle Cloud,,Sr. Lorenzo Cavalcante
28594,Oracle Cloud,,Lucas Gabriel Novaes
28589,Oracle Cloud,,Henry Mendonça
28584,Oracle Cloud,,Sr. Caio Farias
28557,Oracle Cloud,,Dra. Nina Barros
28554,Oracle Cloud,,Sr. Bento da Luz
28510,Oracle Cloud,,Thales Azevedo
28508,Oracle Cloud,,Srta. Natália Gonçalves
28507,Oracle Cloud,,Dra. Sabrina Pastor
28506,Oracle Cloud,,Ian Alves
28504,Oracle Cloud,,Gabriela Pimenta
28500,Oracle Cloud,,Maria Vitória Brito
11837,Oracle Cloud,,Ester Pires
26707,Consultor SAP MM (Nfe Inbound) - Sr - RE-385315,,Isabella Pimenta
22267,Consultor SAP MM (Nfe Inbound) - Sr - RE-385315,,Benjamim Fonseca
19014,Consultor SAP MM (Nfe Inbound) - Sr - RE-385315,,Samuel Castro
13892,Consultor SAP MM (Nfe Inbound) - Sr - RE-385315,,Oliver Costela
11466,Consultor SAP MM (Nfe Inbound) - Sr - RE-385315,,Stella Martins
8092,Consultor SAP MM (Nfe Inbound) - Sr - RE-385315,,Caleb Leão
28198,Analista Power BI e Pentaho - 20219524808,,Sr. Isaac Ferreira
27679,Analista Power BI e Pentaho - 20219524808,,Sr. Juan Azevedo
28524,Analista Power BI e Pentaho II - 20215094297,,Théo Fernandes
27862,Analista Power BI e Pentaho II - 20215094297,,José Miguel Vargas
27679,Analista Power BI e Pentaho II - 20215094297,,Sr. Juan Azevedo
27229,Analista Power BI e Pentaho II - 20215094297,,Sophie Borges
27925,SAP ABAP Pl/Sr - AMS - 20213321241,,Letícia Santos
26563,SAP ABAP Pl/Sr - AMS - 20213321241,,Rhavi Gomes
25824,SAP ABAP Pl/Sr - AMS - 20213321241,,Henry Gabriel Melo
25097,SAP ABAP Pl/Sr - AMS - 20213321241,,Srta. Jade Sampaio
24678,SAP ABAP Pl/Sr - AMS - 20213321241,,Fernanda Sales
28517,SAP ABAP Jr - AMS - 20216780423,,Srta. Elisa Martins
19440,SAP ABAP Jr - AMS - 20216780423,,Joana Azevedo
15123,SAP ABAP Jr - AMS - 20216780423,,Lara Fernandes
15079,SAP ABAP Jr - AMS - 20216780423,,Nathan Pires
